Nom du projet,Secteur,Énergie utilisée,Type de transport,Distance transport (km),Fréquence transport,Matériaux,Taille de l’équipe / locaux,Durée de vie estimée (ans),Budget carbone estimé (tCO2e),Score ESG initial
Projet_7854,Projets numériques,fossile,routier,4922.05,mensuelle,"béton, verre, recyclé",5,7,346.59,22.95
Projet_7855,Agriculture durable,renouvelable,aérien,7857.63,mensuelle,"acier, plastique",10,19,684.47,48.21
Projet_7856,Projets numériques,mix,routier,5946.05,ponctuelle,"plastique, acier, verre",50,37,937.69,84.68
Projet_7857,Construction immobilière,mix,maritime,4708.05,ponctuelle,béton,10,5,417.82,42.47
Projet_7858,Agriculture durable,renouvelable,routier,7724.0,quotidienne,"verre, acier, recyclé",10,49,286.93,60.06
Projet_7859,Transport / logistique,renouvelable,aérien,8474.41,hebdomadaire,"recyclé, bois, plastique",20,31,337.89,47.84
Projet_7860,Transport / logistique,renouvelable,aérien,2566.41,hebdomadaire,bois,50,5,348.68,65.95
Projet_7861,Projets numériques,mix,aérien,2333.31,quotidienne,"verre, béton, acier",50,50,189.11,27.71
Projet_7862,Production industrielle,fossile,maritime,1228.6,mensuelle,bois,10,15,99.5,72.5
Projet_7863,Agriculture durable,mix,ferroviaire,4603.92,mensuelle,plastique,5,22,253.58,58.67
Projet_7864,Construction immobilière,renouvelable,maritime,713.55,ponctuelle,"bois, verre",50,10,794.61,37.2
Projet_7865,Projets numériques,renouvelable,aérien,4173.71,hebdomadaire,bois,100,19,301.16,51.85
Projet_7866,Transport / logistique,mix,routier,215.99,ponctuelle,"acier, recyclé, plastique",5,25,878.22,34.05
Projet_7867,Production industrielle,mix,aérien,7085.32,hebdomadaire,"recyclé, plastique",10,27,761.91,51.0
Projet_7868,Projets numériques,renouvelable,aérien,9804.76,quotidienne,"verre, plastique, bois",50,47,154.73,30.77
Projet_7869,Construction immobilière,renouvelable,aérien,5198.11,hebdomadaire,"acier, recyclé",20,33,274.04,6.93
Projet_7870,Agriculture durable,renouvelable,ferroviaire,1753.7,mensuelle,verre,20,10,634.39,90.98
Projet_7871,Transport / logistique,fossile,maritime,9757.42,ponctuelle,"bois, recyclé, verre",20,9,630.88,57.06
Projet_7872,Production industrielle,renouvelable,routier,2220.19,mensuelle,"bois, béton",50,36,36.12,21.34
Projet_7873,Construction immobilière,fossile,ferroviaire,3748.6,mensuelle,acier,20,11,684.5,37.34
Projet_7874,Construction immobilière,fossile,maritime,7279.99,ponctuelle,"bois, acier",50,26,240.58,73.25
Projet_7875,Agriculture durable,renouvelable,maritime,7607.6,mensuelle,"bois, recyclé",5,14,866.37,85.74
Projet_7876,Agriculture durable,renouvelable,ferroviaire,3288.43,ponctuelle,"béton, bois",20,39,758.53,17.04
Projet_7877,Production industrielle,renouvelable,aérien,573.0,quotidienne,"acier, verre, bois",200,15,709.71,63.08
Projet_7878,Production industrielle,fossile,ferroviaire,4754.87,quotidienne,"béton, recyclé, acier",5,35,688.64,50.58
Projet_7879,Construction immobilière,mix,routier,512.76,quotidienne,"acier, verre, plastique",5,17,512.37,57.39
Projet_7880,Transport / logistique,fossile,maritime,6670.78,hebdomadaire,"plastique, recyclé",200,31,561.55,13.78
Projet_7881,Projets numériques,renouvelable,aérien,5489.8,mensuelle,acier,20,34,442.42,81.52
Projet_7882,Construction immobilière,mix,routier,9020.63,hebdomadaire,"plastique, acier, verre",20,43,158.91,35.88
Projet_7883,Transport / logistique,fossile,ferroviaire,9818.58,ponctuelle,verre,200,13,567.31,61.46
Projet_7884,Agriculture durable,fossile,routier,6234.25,mensuelle,"plastique, bois",10,15,713.39,84.93
Projet_7885,Transport / logistique,renouvelable,routier,2857.67,ponctuelle,acier,20,24,143.78,3.01
Projet_7886,Construction immobilière,renouvelable,ferroviaire,8853.01,hebdomadaire,"verre, acier, recyclé",50,9,755.45,80.68
Projet_7887,Transport / logistique,renouvelable,routier,7561.9,quotidienne,"recyclé, acier",50,36,851.48,54.91
Projet_7888,Agriculture durable,mix,maritime,9863.83,ponctuelle,"bois, acier",50,34,548.5,90.82
Projet_7889,Agriculture durable,mix,aérien,9129.49,hebdomadaire,"bois, recyclé",5,30,236.94,85.22
Projet_7890,Construction immobilière,mix,maritime,4672.0,ponctuelle,"recyclé, plastique",5,22,312.45,20.7
Projet_7891,Production industrielle,fossile,routier,3354.63,hebdomadaire,plastique,200,5,880.54,59.9
Projet_7892,Projets numériques,renouvelable,maritime,5060.22,mensuelle,recyclé,200,14,405.8,31.16
Projet_7893,Agriculture durable,renouvelable,aérien,7986.15,quotidienne,acier,100,16,615.96,88.04
Projet_7894,Agriculture durable,mix,maritime,241.56,ponctuelle,"verre, bois, recyclé",100,30,372.16,42.46
Projet_7895,Projets numériques,fossile,routier,2371.69,hebdomadaire,"verre, recyclé, plastique",5,16,179.55,0.26
Projet_7896,Projets numériques,renouvelable,aérien,598.93,ponctuelle,béton,50,16,822.34,21.99
Projet_7897,Projets numériques,mix,maritime,7031.55,mensuelle,"béton, plastique, bois",5,16,493.58,69.63
Projet_7898,Production industrielle,fossile,aérien,2059.82,quotidienne,"bois, béton, plastique",10,33,858.28,18.11
Projet_7899,Projets numériques,mix,routier,73.63,mensuelle,"plastique, verre",10,36,730.58,34.56
Projet_7900,Agriculture durable,mix,ferroviaire,9521.44,ponctuelle,plastique,5,24,911.94,55.7
Projet_7901,Transport / logistique,mix,maritime,619.63,hebdomadaire,"recyclé, plastique",200,39,920.76,52.97
Projet_7902,Production industrielle,renouvelable,aérien,4338.9,mensuelle,"recyclé, verre, bois",200,7,255.82,3.93
Projet_7903,Transport / logistique,renouvelable,aérien,2628.28,mensuelle,recyclé,50,46,131.61,90.85
Projet_7904,Construction immobilière,mix,maritime,5324.67,hebdomadaire,acier,5,22,976.62,36.0
Projet_7905,Agriculture durable,renouvelable,maritime,6754.13,mensuelle,bois,5,33,371.8,22.04
Projet_7906,Agriculture durable,renouvelable,maritime,7907.12,ponctuelle,béton,10,30,847.97,70.81
Projet_7907,Agriculture durable,mix,ferroviaire,8462.43,hebdomadaire,"acier, verre, plastique",100,9,354.3,15.56
Projet_7908,Projets numériques,mix,routier,1697.62,mensuelle,acier,50,20,136.4,2.63
Projet_7909,Projets numériques,fossile,ferroviaire,1522.4,quotidienne,"bois, plastique",20,5,898.75,82.89
Projet_7910,Production industrielle,renouvelable,ferroviaire,8652.95,ponctuelle,"plastique, verre, béton",5,36,866.01,92.88
Projet_7911,Transport / logistique,fossile,routier,2140.92,ponctuelle,"bois, acier",100,35,977.09,83.35
Projet_7912,Production industrielle,fossile,ferroviaire,3335.75,hebdomadaire,"verre, acier, béton",10,5,671.43,17.1
Projet_7913,Construction immobilière,renouvelable,aérien,9642.88,ponctuelle,bois,5,43,603.58,98.8
Projet_7914,Projets numériques,mix,ferroviaire,2993.63,ponctuelle,verre,5,35,665.67,67.48
Projet_7915,Transport / logistique,mix,maritime,6477.75,hebdomadaire,verre,10,41,55.03,11.26
Projet_7916,Transport / logistique,mix,routier,2878.79,quotidienne,bois,200,20,779.71,76.27
Projet_7917,Construction immobilière,mix,ferroviaire,8814.78,hebdomadaire,"bois, verre",20,24,538.92,35.58
Projet_7918,Projets numériques,fossile,maritime,1092.28,mensuelle,"plastique, verre, bois",5,38,980.22,74.24
Projet_7919,Production industrielle,renouvelable,aérien,5450.47,quotidienne,"recyclé, béton, verre",20,20,785.23,92.68
Projet_7920,Projets numériques,fossile,aérien,8140.14,mensuelle,bois,100,21,237.61,35.81
Projet_7921,Projets numériques,mix,aérien,9656.46,quotidienne,bois,10,19,558.67,83.42
Projet_7922,Construction immobilière,mix,routier,7107.24,mensuelle,"recyclé, verre",5,39,718.83,96.73
Projet_7923,Transport / logistique,renouvelable,routier,8945.11,ponctuelle,plastique,20,35,607.11,98.59
Projet_7924,Transport / logistique,mix,routier,224.5,mensuelle,acier,10,23,167.23,32.63
Projet_7925,Agriculture durable,renouvelable,maritime,5963.34,hebdomadaire,"verre, bois",20,6,57.6,91.12
Projet_7926,Transport / logistique,fossile,routier,586.4,ponctuelle,"verre, plastique, bois",5,45,293.76,83.08
Projet_7927,Production industrielle,mix,aérien,5036.22,ponctuelle,béton,100,38,163.42,99.41
Projet_7928,Projets numériques,renouvelable,maritime,990.53,hebdomadaire,"béton, acier, recyclé",100,23,930.42,49.75
Projet_7929,Agriculture durable,renouvelable,ferroviaire,5239.73,mensuelle,bois,20,46,619.72,54.5
Projet_7930,Construction immobilière,renouvelable,routier,8225.35,mensuelle,"plastique, verre",20,35,970.33,2.04
Projet_7931,Production industrielle,mix,maritime,7174.99,ponctuelle,bois,20,30,532.7,95.54
Projet_7932,Projets numériques,renouvelable,ferroviaire,6837.31,ponctuelle,"béton, recyclé, verre",20,25,75.61,12.13
Projet_7933,Agriculture durable,fossile,aérien,8910.82,quotidienne,plastique,10,21,197.01,97.01
Projet_7934,Agriculture durable,fossile,routier,1470.02,mensuelle,"bois, acier, verre",100,12,610.71,73.81
Projet_7935,Production industrielle,renouvelable,maritime,274.2,quotidienne,verre,20,10,283.39,63.83
Projet_7936,Agriculture durable,fossile,routier,7212.64,hebdomadaire,"recyclé, verre, plastique",200,30,845.68,19.78
Projet_7937,Transport / logistique,fossile,ferroviaire,3632.84,quotidienne,"verre, recyclé",10,32,122.93,56.62
Projet_7938,Production industrielle,renouvelable,routier,6053.55,ponctuelle,recyclé,200,35,756.54,10.4
Projet_7939,Production industrielle,renouvelable,ferroviaire,7156.3,hebdomadaire,plastique,5,22,685.92,1.68
Projet_7940,Production industrielle,fossile,maritime,7992.91,mensuelle,"recyclé, verre",20,47,250.99,96.2
Projet_7941,Production industrielle,renouvelable,maritime,9015.84,ponctuelle,bois,5,29,421.79,43.6
Projet_7942,Transport / logistique,renouvelable,aérien,6125.97,hebdomadaire,bois,200,20,194.47,92.45
Projet_7943,Agriculture durable,mix,ferroviaire,6479.14,ponctuelle,"bois, recyclé",200,12,620.17,9.12
Projet_7944,Agriculture durable,renouvelable,maritime,8282.55,hebdomadaire,"verre, plastique, recyclé",5,42,139.93,92.67
Projet_7945,Transport / logistique,renouvelable,maritime,8085.52,ponctuelle,"bois, béton, recyclé",5,15,89.73,89.63
Projet_7946,Transport / logistique,fossile,ferroviaire,7165.43,quotidienne,"plastique, recyclé",100,27,798.14,85.24
Projet_7947,Projets numériques,renouvelable,ferroviaire,7769.13,mensuelle,béton,10,28,193.53,48.49
Projet_7948,Transport / logistique,fossile,maritime,2550.74,hebdomadaire,"verre, béton, bois",5,18,768.53,40.82
Projet_7949,Production industrielle,renouvelable,ferroviaire,7978.46,quotidienne,plastique,5,41,416.26,57.82
Projet_7950,Agriculture durable,mix,maritime,6115.69,hebdomadaire,acier,10,26,631.53,19.29
Projet_7951,Projets numériques,mix,aérien,7628.51,quotidienne,"bois, acier",10,22,398.71,9.4
Projet_7952,Transport / logistique,fossile,aérien,1075.45,hebdomadaire,"acier, plastique",50,30,994.03,14.94
Projet_7953,Projets numériques,fossile,ferroviaire,6802.23,ponctuelle,recyclé,50,32,236.59,6.17
Projet_7954,Projets numériques,mix,ferroviaire,6269.73,mensuelle,"verre, plastique",50,25,231.02,13.15
Projet_7955,Agriculture durable,fossile,routier,9734.42,quotidienne,"recyclé, acier",200,21,134.79,62.25
Projet_7956,Agriculture durable,fossile,aérien,1026.66,mensuelle,"plastique, béton",100,25,478.78,31.88
Projet_7957,Projets numériques,renouvelable,routier,9930.06,ponctuelle,acier,100,8,639.12,54.56
Projet_7958,Transport / logistique,fossile,maritime,7569.76,ponctuelle,"béton, bois",20,15,256.95,65.58
Projet_7959,Construction immobilière,renouvelable,routier,6370.35,hebdomadaire,"acier, recyclé, bois",200,31,158.14,41.89
Projet_7960,Transport / logistique,renouvelable,aérien,6931.8,quotidienne,"plastique, bois",5,49,337.46,61.48
Projet_7961,Agriculture durable,fossile,routier,9833.75,hebdomadaire,béton,10,40,791.77,42.61
Projet_7962,Construction immobilière,renouvelable,routier,6173.75,mensuelle,"béton, verre",20,48,883.7,82.5
Projet_7963,Projets numériques,fossile,maritime,2370.36,quotidienne,"bois, recyclé, acier",100,22,516.6,27.17
Projet_7964,Construction immobilière,fossile,maritime,2244.83,ponctuelle,"bois, béton",5,21,748.17,44.8
Projet_7965,Production industrielle,fossile,aérien,7486.35,quotidienne,plastique,5,8,300.7,5.22
Projet_7966,Construction immobilière,mix,maritime,6515.28,ponctuelle,"acier, verre, béton",5,19,66.65,87.87
Projet_7967,Transport / logistique,renouvelable,aérien,3001.72,hebdomadaire,"recyclé, plastique, béton",20,47,734.69,40.24
Projet_7968,Production industrielle,mix,ferroviaire,6432.14,mensuelle,"bois, plastique, acier",100,45,303.58,51.7
Projet_7969,Transport / logistique,renouvelable,maritime,1260.99,mensuelle,"béton, acier, recyclé",20,38,693.05,55.52
Projet_7970,Construction immobilière,fossile,routier,615.52,mensuelle,"béton, acier, bois",20,49,99.77,98.33
Projet_7971,Projets numériques,fossile,ferroviaire,7539.89,hebdomadaire,béton,100,30,261.46,89.22
Projet_7972,Projets numériques,renouvelable,routier,1270.37,ponctuelle,bois,50,34,458.05,33.77
Projet_7973,Production industrielle,mix,aérien,9813.16,mensuelle,"bois, acier, recyclé",5,18,890.79,42.45
Projet_7974,Agriculture durable,renouvelable,aérien,6442.71,ponctuelle,bois,200,13,17.09,96.09
Projet_7975,Projets numériques,mix,aérien,4843.06,ponctuelle,recyclé,20,22,515.98,23.52
Projet_7976,Production industrielle,mix,routier,7830.64,quotidienne,"recyclé, verre, béton",50,39,280.67,6.2
Projet_7977,Transport / logistique,renouvelable,ferroviaire,3703.37,hebdomadaire,béton,50,23,909.24,66.02
Projet_7978,Projets numériques,renouvelable,routier,2223.47,mensuelle,"recyclé, verre",20,16,219.77,45.39
Projet_7979,Production industrielle,mix,routier,4016.19,ponctuelle,recyclé,50,16,750.87,32.77
Projet_7980,Agriculture durable,mix,aérien,2396.4,ponctuelle,"verre, acier",20,20,330.98,14.19
Projet_7981,Production industrielle,renouvelable,aérien,758.45,mensuelle,"plastique, recyclé",50,46,722.72,28.11
Projet_7982,Transport / logistique,mix,aérien,4578.57,quotidienne,"béton, recyclé",10,19,918.71,63.19
Projet_7983,Transport / logistique,mix,routier,7305.64,quotidienne,bois,20,40,375.8,89.32
Projet_7984,Transport / logistique,renouvelable,aérien,3309.45,hebdomadaire,"plastique, verre",5,30,141.95,31.09
Projet_7985,Production industrielle,fossile,maritime,8880.83,mensuelle,plastique,100,41,39.7,57.85
Projet_7986,Agriculture durable,fossile,aérien,5912.21,ponctuelle,"plastique, recyclé, béton",10,10,848.46,71.87
Projet_7987,Production industrielle,mix,aérien,55.39,quotidienne,"recyclé, acier",200,24,554.15,83.81
Projet_7988,Projets numériques,mix,routier,6010.0,hebdomadaire,verre,5,39,19.65,48.97
Projet_7989,Projets numériques,renouvelable,routier,351.5,ponctuelle,"recyclé, béton",100,38,945.52,20.91
Projet_7990,Transport / logistique,mix,ferroviaire,7602.1,ponctuelle,"verre, recyclé",10,12,620.33,82.57
Projet_7991,Production industrielle,renouvelable,aérien,9571.24,mensuelle,"acier, bois, plastique",200,46,561.02,85.24
Projet_7992,Transport / logistique,renouvelable,maritime,1292.89,quotidienne,"bois, béton",5,7,870.74,82.24
Projet_7993,Transport / logistique,fossile,ferroviaire,1617.85,quotidienne,verre,200,39,183.92,51.37
Projet_7994,Construction immobilière,renouvelable,maritime,2897.81,hebdomadaire,"béton, verre, acier",10,33,693.83,88.59
Projet_7995,Construction immobilière,mix,maritime,9769.28,ponctuelle,"plastique, acier",5,17,533.47,30.87
Projet_7996,Transport / logistique,mix,ferroviaire,1338.4,ponctuelle,"verre, béton, recyclé",100,16,762.63,73.03
Projet_7997,Agriculture durable,renouvelable,maritime,9355.22,hebdomadaire,plastique,200,25,858.56,18.81
Projet_7998,Transport / logistique,mix,routier,1875.28,hebdomadaire,"verre, acier, recyclé",50,22,279.6,59.24
Projet_7999,Agriculture durable,mix,ferroviaire,8044.63,mensuelle,"plastique, béton, acier",200,44,713.01,30.6
Projet_8000,Projets numériques,mix,ferroviaire,9907.5,hebdomadaire,recyclé,5,30,573.53,8.27
Projet_8001,Transport / logistique,renouvelable,aérien,1794.1,mensuelle,recyclé,5,6,97.53,8.23
Projet_8002,Transport / logistique,renouvelable,maritime,2174.14,mensuelle,"plastique, acier",20,12,62.89,86.84
Projet_8003,Construction immobilière,mix,routier,1926.83,quotidienne,"béton, plastique, recyclé",200,20,483.01,65.68
Projet_8004,Transport / logistique,mix,maritime,1070.79,mensuelle,"plastique, verre",5,38,915.62,3.39
Projet_8005,Construction immobilière,mix,aérien,534.72,hebdomadaire,"verre, acier, plastique",50,38,914.07,43.17
Projet_8006,Projets numériques,fossile,routier,4505.29,hebdomadaire,acier,100,27,561.67,89.38
Projet_8007,Agriculture durable,fossile,routier,3094.99,quotidienne,plastique,50,24,421.04,15.87
Projet_8008,Agriculture durable,renouvelable,aérien,2697.97,ponctuelle,"acier, plastique",10,32,113.14,89.41
Projet_8009,Construction immobilière,mix,ferroviaire,8130.6,hebdomadaire,"béton, verre",10,14,496.35,56.39
Projet_8010,Production industrielle,renouvelable,routier,9760.53,mensuelle,recyclé,5,42,532.26,68.67
Projet_8011,Agriculture durable,renouvelable,routier,7792.54,hebdomadaire,"béton, bois",50,14,251.83,83.0
Projet_8012,Projets numériques,fossile,ferroviaire,3667.24,hebdomadaire,"plastique, recyclé, bois",20,38,391.38,91.51
Projet_8013,Transport / logistique,fossile,maritime,9948.19,ponctuelle,plastique,100,41,85.54,73.95
Projet_8014,Production industrielle,mix,routier,819.86,quotidienne,"plastique, verre, bois",50,50,109.3,38.01
Projet_8015,Production industrielle,mix,maritime,5831.2,quotidienne,"bois, plastique",5,29,889.58,8.52
Projet_8016,Projets numériques,renouvelable,aérien,4556.06,quotidienne,"bois, recyclé, béton",5,25,843.57,4.25
Projet_8017,Agriculture durable,renouvelable,routier,8634.03,hebdomadaire,recyclé,50,50,799.2,15.17
Projet_8018,Agriculture durable,fossile,aérien,9959.89,mensuelle,"plastique, bois, béton",50,14,398.37,50.63
Projet_8019,Transport / logistique,renouvelable,ferroviaire,8574.68,quotidienne,recyclé,50,15,437.21,71.19
Projet_8020,Agriculture durable,renouvelable,routier,4883.86,quotidienne,"recyclé, plastique",20,22,497.55,44.83
Projet_8021,Projets numériques,renouvelable,ferroviaire,6250.03,quotidienne,verre,10,20,299.54,66.73
Projet_8022,Transport / logistique,renouvelable,maritime,6259.68,mensuelle,bois,5,10,864.78,82.63
Projet_8023,Production industrielle,mix,routier,2486.95,mensuelle,"plastique, recyclé",100,32,254.34,38.35
Projet_8024,Transport / logistique,fossile,ferroviaire,7210.15,ponctuelle,verre,50,33,730.75,89.42
Projet_8025,Production industrielle,fossile,routier,6702.53,mensuelle,bois,200,10,608.73,16.53
Projet_8026,Transport / logistique,mix,aérien,1495.44,hebdomadaire,"verre, plastique, bois",100,15,252.35,23.78
Projet_8027,Construction immobilière,fossile,aérien,9950.31,hebdomadaire,"acier, béton",50,31,181.44,82.39
Projet_8028,Projets numériques,fossile,aérien,4662.07,hebdomadaire,"verre, recyclé, acier",200,33,381.17,17.9
Projet_8029,Transport / logistique,fossile,routier,8463.65,ponctuelle,"béton, acier, bois",5,20,318.28,86.83
Projet_8030,Projets numériques,mix,ferroviaire,3092.24,quotidienne,"bois, recyclé, verre",10,7,746.23,88.08
Projet_8031,Transport / logistique,mix,ferroviaire,3877.04,quotidienne,béton,5,42,766.48,71.21
Projet_8032,Projets numériques,renouvelable,routier,7034.35,ponctuelle,"recyclé, béton, acier",10,29,336.87,32.44
Projet_8033,Agriculture durable,renouvelable,routier,6984.18,mensuelle,"acier, verre, béton",50,22,397.02,76.34
Projet_8034,Projets numériques,mix,maritime,9514.6,quotidienne,"béton, acier, plastique",50,37,443.68,58.58
Projet_8035,Transport / logistique,renouvelable,maritime,7687.73,ponctuelle,bois,100,33,616.98,74.94
Projet_8036,Transport / logistique,mix,routier,5562.94,quotidienne,"bois, recyclé, verre",50,32,487.86,6.84
Projet_8037,Agriculture durable,mix,maritime,8330.24,mensuelle,recyclé,200,48,806.35,15.32
Projet_8038,Transport / logistique,renouvelable,aérien,2809.84,ponctuelle,recyclé,50,11,144.61,73.88
Projet_8039,Transport / logistique,fossile,aérien,3931.57,mensuelle,"plastique, béton",20,47,364.02,89.15
Projet_8040,Projets numériques,fossile,routier,2084.45,mensuelle,plastique,10,48,359.29,18.78
Projet_8041,Construction immobilière,renouvelable,routier,4935.2,ponctuelle,"plastique, béton",10,8,814.04,17.11
Projet_8042,Projets numériques,mix,aérien,5866.8,hebdomadaire,"recyclé, verre",200,48,458.15,55.24
Projet_8043,Projets numériques,renouvelable,ferroviaire,6881.52,quotidienne,acier,20,42,153.79,86.88
Projet_8044,Construction immobilière,mix,aérien,939.49,hebdomadaire,"acier, plastique",20,48,252.95,69.77
Projet_8045,Transport / logistique,renouvelable,routier,8430.87,ponctuelle,béton,5,9,909.04,95.01
Projet_8046,Projets numériques,renouvelable,aérien,7063.89,ponctuelle,"acier, béton",5,10,547.79,41.01
Projet_8047,Production industrielle,renouvelable,aérien,8461.29,mensuelle,"béton, recyclé, verre",5,8,342.39,59.1
Projet_8048,Transport / logistique,fossile,aérien,8978.2,mensuelle,"acier, bois, béton",5,19,565.35,40.05
Projet_8049,Projets numériques,renouvelable,routier,257.63,ponctuelle,"recyclé, béton",100,50,189.48,86.97
Projet_8050,Construction immobilière,renouvelable,routier,9666.84,ponctuelle,plastique,50,9,305.18,61.26
Projet_8051,Projets numériques,renouvelable,ferroviaire,1684.0,ponctuelle,"bois, acier, verre",50,23,366.89,47.32
Projet_8052,Agriculture durable,renouvelable,routier,8070.86,mensuelle,recyclé,50,47,958.13,62.62
Projet_8053,Transport / logistique,renouvelable,routier,4202.31,quotidienne,"acier, bois",50,39,684.72,42.56
Projet_8054,Projets numériques,fossile,maritime,2680.77,mensuelle,plastique,20,11,52.0,20.62
Projet_8055,Production industrielle,fossile,aérien,1520.36,hebdomadaire,bois,20,16,419.99,6.87
Projet_8056,Projets numériques,renouvelable,maritime,7325.24,mensuelle,"verre, recyclé",20,17,123.9,10.35
Projet_8057,Agriculture durable,mix,ferroviaire,787.15,ponctuelle,plastique,20,12,671.54,21.36
Projet_8058,Production industrielle,fossile,routier,1962.76,quotidienne,bois,20,16,84.33,86.71
Projet_8059,Construction immobilière,renouvelable,routier,1479.54,mensuelle,"béton, plastique, verre",100,31,743.59,92.13
Projet_8060,Construction immobilière,renouvelable,ferroviaire,3131.7,ponctuelle,béton,50,47,235.44,79.64
Projet_8061,Construction immobilière,renouvelable,maritime,4991.91,ponctuelle,"plastique, verre, béton",20,31,317.62,80.42
Projet_8062,Transport / logistique,fossile,maritime,8468.81,quotidienne,"béton, acier",10,39,402.26,25.14
Projet_8063,Production industrielle,renouvelable,maritime,6820.12,ponctuelle,"plastique, bois",200,32,711.96,86.31
Projet_8064,Construction immobilière,renouvelable,aérien,5681.15,quotidienne,"bois, acier, plastique",200,14,58.24,52.5
Projet_8065,Projets numériques,mix,routier,3607.37,hebdomadaire,"verre, béton, bois",20,14,803.34,61.61
Projet_8066,Projets numériques,fossile,routier,7656.44,ponctuelle,recyclé,5,39,62.02,29.11
Projet_8067,Projets numériques,mix,ferroviaire,5111.36,hebdomadaire,"verre, recyclé, bois",20,12,722.65,64.78
Projet_8068,Agriculture durable,fossile,maritime,3005.76,ponctuelle,béton,20,6,394.38,45.66
Projet_8069,Construction immobilière,mix,routier,194.53,quotidienne,"recyclé, plastique, béton",200,42,55.78,50.18
Projet_8070,Projets numériques,mix,ferroviaire,7259.13,mensuelle,"acier, verre, recyclé",100,9,524.96,53.75
Projet_8071,Construction immobilière,mix,routier,4018.6,mensuelle,"acier, plastique",5,43,791.35,71.97
Projet_8072,Agriculture durable,renouvelable,ferroviaire,1460.23,mensuelle,recyclé,100,8,487.19,75.72
Projet_8073,Construction immobilière,fossile,maritime,3649.88,mensuelle,"acier, béton, recyclé",200,50,15.03,60.25
Projet_8074,Construction immobilière,mix,routier,8923.87,quotidienne,"béton, verre, bois",10,39,202.56,0.28
Projet_8075,Transport / logistique,fossile,maritime,9032.56,quotidienne,plastique,100,5,288.36,20.78
Projet_8076,Production industrielle,fossile,maritime,8726.98,hebdomadaire,"béton, verre",100,24,908.62,8.39
Projet_8077,Production industrielle,mix,maritime,8155.77,mensuelle,"verre, béton",10,48,643.83,72.99
Projet_8078,Projets numériques,fossile,aérien,2300.12,mensuelle,bois,200,20,844.65,95.9
Projet_8079,Construction immobilière,fossile,routier,8101.5,mensuelle,béton,5,10,168.96,12.31
Projet_8080,Transport / logistique,mix,aérien,4596.5,mensuelle,bois,50,47,423.72,87.36
Projet_8081,Construction immobilière,fossile,ferroviaire,7144.89,mensuelle,plastique,200,40,812.03,89.6
Projet_8082,Production industrielle,mix,ferroviaire,3673.39,ponctuelle,"recyclé, acier",5,16,366.32,51.55
Projet_8083,Projets numériques,renouvelable,routier,4120.51,mensuelle,bois,20,50,407.63,17.5
Projet_8084,Production industrielle,renouvelable,ferroviaire,8117.1,hebdomadaire,recyclé,20,7,932.51,93.48
Projet_8085,Production industrielle,mix,ferroviaire,8615.51,mensuelle,"verre, acier",20,28,418.93,66.72
Projet_8086,Agriculture durable,fossile,routier,4441.67,quotidienne,"bois, verre, recyclé",50,30,87.99,12.16
Projet_8087,Production industrielle,renouvelable,maritime,5229.9,quotidienne,"béton, acier, verre",5,34,68.24,33.36
Projet_8088,Agriculture durable,mix,aérien,7086.45,hebdomadaire,béton,20,16,58.2,73.62
Projet_8089,Agriculture durable,fossile,maritime,7199.45,ponctuelle,"acier, bois, verre",50,25,530.5,67.05
Projet_8090,Projets numériques,mix,aérien,8990.82,mensuelle,"acier, bois",5,16,459.08,26.51
Projet_8091,Transport / logistique,mix,routier,5205.23,quotidienne,"recyclé, béton",100,26,80.4,72.03
Projet_8092,Transport / logistique,mix,routier,9817.71,hebdomadaire,plastique,10,16,751.21,35.42
Projet_8093,Production industrielle,mix,ferroviaire,5705.91,hebdomadaire,"bois, recyclé, acier",10,43,576.85,90.58
Projet_8094,Agriculture durable,renouvelable,maritime,7988.24,ponctuelle,"plastique, recyclé, acier",20,33,84.76,15.13
Projet_8095,Transport / logistique,fossile,maritime,9513.62,ponctuelle,bois,10,35,688.87,29.63
Projet_8096,Agriculture durable,mix,routier,5691.35,hebdomadaire,"acier, béton",10,18,57.51,80.23
Projet_8097,Production industrielle,mix,ferroviaire,815.74,mensuelle,"verre, béton",50,14,663.65,74.1
Projet_8098,Transport / logistique,mix,aérien,8743.95,quotidienne,"béton, verre, plastique",5,20,754.83,53.89
Projet_8099,Production industrielle,mix,ferroviaire,4677.56,quotidienne,"plastique, acier, béton",100,20,74.07,8.09
Projet_8100,Production industrielle,mix,aérien,9039.97,hebdomadaire,"bois, acier, verre",200,35,702.51,60.37
Projet_8101,Transport / logistique,renouvelable,routier,3671.81,hebdomadaire,"bois, acier, plastique",200,18,270.09,92.28
Projet_8102,Projets numériques,renouvelable,maritime,5829.41,quotidienne,plastique,5,24,901.04,16.72
Projet_8103,Agriculture durable,fossile,ferroviaire,897.36,hebdomadaire,plastique,50,41,197.98,7.84
Projet_8104,Production industrielle,mix,ferroviaire,4936.34,hebdomadaire,"béton, acier",10,28,526.95,96.75
Projet_8105,Agriculture durable,fossile,maritime,882.99,quotidienne,"plastique, bois",5,34,403.43,95.78
Projet_8106,Production industrielle,fossile,routier,5625.73,quotidienne,acier,20,23,756.82,62.86
Projet_8107,Production industrielle,renouvelable,routier,8740.1,ponctuelle,"verre, acier, béton",200,36,746.57,9.79
Projet_8108,Production industrielle,mix,aérien,2637.16,hebdomadaire,"acier, béton, recyclé",50,38,87.08,73.04
